source_id,original_path,original_filename,discovered_at,file_type,size,sha256,modified_at,category,product,relevance,ownership,license,copied,destination,duplicate_of,status,notes
SRC_0011,/Users/chris/Desktop/mastil proyecto/dosier_sentinel_v3/assets/concepto_sentinel_v3.jpeg,concepto_sentinel_v3.jpeg,2026-08-16T03:02:36.118990+00:00,jpeg,2991311,4b1247a9652a80240bb4bfc93a857d960ae9fefa0a81a91e14d89c947743eb7f,2026-05-16T01:11:43.534567+00:00,sentinel/engineering,SENTINEL_003,CRITICAL,UP_EYE_DAWN,REVIEW_REQUIRED,true,references/source-material/sentinel/engineering/assets/concepto_sentinel_v3.jpeg,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0012,/Users/chris/Desktop/mastil proyecto/dosier_sentinel_v3/assets/video_concepto_sentinel_v3.mp4,video_concepto_sentinel_v3.mp4,2026-08-16T03:02:36.118990+00:00,mp4,2299412,eda689fc6d3e1f4b83536154963785916b72b85dac731a93b95e26561f770e44,2026-05-16T01:11:43.539638+00:00,sentinel/engineering,SENTINEL_003,CRITICAL,UP_EYE_DAWN,REVIEW_REQUIRED,true,references/source-material/sentinel/engineering/assets/video_concepto_sentinel_v3.mp4,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0013,/Users/chris/Desktop/mastil proyecto/entregables_sentinel_v3/assets/imagen_portada_sentinel_v3.jpg,imagen_portada_sentinel_v3.jpg,2026-08-16T03:02:36.118990+00:00,jpg,294311,9a0c16fe79d75474148e91df548119deebcaf64e420083e44517808215bf89de,2026-05-16T01:27:37.409535+00:00,sentinel/misc,SENTINEL_003,HIGH,UP_EYE_DAWN,REVIEW_REQUIRED,true,references/source-material/sentinel/misc/assets/imagen_portada_sentinel_v3.jpg,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0014,/Users/chris/Desktop/mastil proyecto/entregables_sentinel_v3/assets/render_sentinel_v3.png,render_sentinel_v3.png,2026-08-16T03:02:36.118990+00:00,png,2312314,4d801ace72e172345347766a7fab3baa5205d49dc7c78c9b7778306a9337e0ab,2026-05-16T01:23:04.510604+00:00,sentinel/misc,SENTINEL_003,HIGH,UP_EYE_DAWN,REVIEW_REQUIRED,true,references/source-material/sentinel/misc/assets/render_sentinel_v3.png,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0015,/Users/chris/Desktop/mastil proyecto/entregables_sentinel_v3/presentacion/sentinel-v3-presentacion-tecnica.pdf,sentinel-v3-presentacion-tecnica.pdf,2026-08-16T03:02:36.118990+00:00,pdf,418555,86ec094b340e69f35aa5f8df5d147279744f5b67624eed788ae68f02c456e807,2026-05-16T01:27:37.337305+00:00,sentinel/misc,SENTINEL_003,HIGH,UP_EYE_DAWN,REVIEW_REQUIRED,true,references/source-material/sentinel/misc/presentacion/sentinel-v3-presentacion-tecnica.pdf,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0016,/Users/chris/Desktop/mastil proyecto/entregables_sentinel_v3/sentinel-v3-video-render.mp4,sentinel-v3-video-render.mp4,2026-08-16T03:02:36.118990+00:00,mp4,2473648,b9f645b19524f3ea569d98e6c382147d2d12861d900201527817161c7a22a9d0,2026-05-16T01:28:18.561145+00:00,sentinel/misc,SENTINEL_003,HIGH,UP_EYE_DAWN,REVIEW_REQUIRED,true,references/source-material/sentinel/misc/sentinel-v3-video-render.mp4,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0017,/Users/chris/Desktop/Wall-AI-Centinel/Documentacion/Autonomous_rover_tests_soil_drone_202606060511.mp4,Autonomous_rover_tests_soil_drone_202606060511.mp4,2026-08-16T03:02:36.118990+00:00,mp4,3523237,fdc57569f5d85247be4de6670454d23f9d743dbe33fcf5033897a237ddfc1bba,2026-06-06T03:11:29.521442+00:00,rover/engineering,ROVER_001,HIGH,UNKNOWN,REVIEW_REQUIRED,true,references/source-material/rover/engineering/Autonomous_rover_tests_soil_drone_202606060511.mp4,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0018,"/Users/chris/Desktop/Wall-AI-Centinel/Documentacion/ChatGPT Image 9 jun 2026, 14_58_56.png","ChatGPT Image 9 jun 2026, 14_58_56.png",2026-08-16T03:02:36.118990+00:00,png,2366307,62fe27882b6e7bfbd7dbd341e8eac9a8084adb4121f1fdfb03c0812956ecb825,2026-06-09T12:58:56.522923+00:00,rover/engineering,ROVER_001,HIGH,UNKNOWN,REVIEW_REQUIRED,true,"references/source-material/rover/engineering/ChatGPT Image 9 jun 2026, 14_58_56.png",,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0019,/Users/chris/Desktop/Wall-AI-Centinel/Documentacion/Informe Detallado del Proyecto Wall-AI-Centinel.pdf,Informe Detallado del Proyecto Wall-AI-Centinel.pdf,2026-08-16T03:02:36.118990+00:00,pdf,105150,29a7766f41dd35f5637e013ab9ae7c72eedaaadee31498309c9f5f3b81bb86c0,2026-06-06T01:58:26.856933+00:00,rover/engineering,ROVER_001,HIGH,UNKNOWN,REVIEW_REQUIRED,true,references/source-material/rover/engineering/Informe Detallado del Proyecto Wall-AI-Centinel.pdf,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0020,/Users/chris/Desktop/Wall-AI-Centinel/Imagenes/wall1.jpeg,wall1.jpeg,2026-08-16T03:02:36.118990+00:00,jpeg,87269,fa0b32fdb8f86c0e00eb76ef8de8f5c61e2320700e6071e367d4996df1cc3054,2026-06-09T12:51:27.738367+00:00,rover/imagery,ROVER_001,HIGH,UNKNOWN,REVIEW_REQUIRED,true,references/source-material/rover/imagery/wall1.jpeg,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0021,/Users/chris/Desktop/Wall-AI-Centinel/Imagenes/wall2.jpeg,wall2.jpeg,2026-08-16T03:02:36.118990+00:00,jpeg,230877,49cfffd1acdcb51dca3486f282eaee616f5bf212cf8c6248d34385c52f76fd3d,2026-06-09T12:51:51.867705+00:00,rover/imagery,ROVER_001,HIGH,UNKNOWN,REVIEW_REQUIRED,true,references/source-material/rover/imagery/wall2.jpeg,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0022,/Users/chris/Desktop/Wall-AI-Centinel/Imagenes/wall6.png,wall6.png,2026-08-16T03:02:36.118990+00:00,png,2312071,4ec0282a8566918364645252947706dae26a7ef36b2d227660166610f26f018a,2026-06-09T13:30:47.597835+00:00,rover/imagery,ROVER_001,HIGH,UNKNOWN,REVIEW_REQUIRED,true,references/source-material/rover/imagery/wall6.png,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0023,/Users/chris/Desktop/insece/docs/CONEXION_HARDWARE_IOS.md,CONEXION_HARDWARE_IOS.md,2026-08-16T03:02:36.118990+00:00,md,8854,95165900667c865a46995a7915e1ad15e3cf5bb2c96522b670ab200b60439204,2026-05-31T18:05:14.340362+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/CONEXION_HARDWARE_IOS.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0024,/Users/chris/Desktop/insece/docs/CORREO_WEBMAIL_INSECE_PRO.md,CORREO_WEBMAIL_INSECE_PRO.md,2026-08-16T03:02:36.118990+00:00,md,8793,f53d24d6e5a5389613adb1ce8bcdf6a5c618bfc055424cfb5d403bdcd45c254e,2026-06-17T22:11:17.437091+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,,UNUSABLE,Excluded: potentially sensitive operational or credential content; original retained in place.
SRC_0025,/Users/chris/Desktop/insece/docs/CREDENTIALS_INTEGRATION.md,CREDENTIALS_INTEGRATION.md,2026-08-16T03:02:36.118990+00:00,md,3804,aeb304365f5689e24d597bca0c26563c65f73d8867c877d3ecf054c517d64aab,2026-05-31T15:25:24.063429+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,,UNUSABLE,Excluded: potentially sensitive operational or credential content; original retained in place.
SRC_0026,/Users/chris/Desktop/insece/docs/DOMAIN_SETUP_GUIDE.md,DOMAIN_SETUP_GUIDE.md,2026-08-16T03:02:36.118990+00:00,md,3436,5af8b3e5b4e522c0d21314f158e4fe555126b401b989484483983ac32f4cfdb6,2026-05-31T14:28:40.143627+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/DOMAIN_SETUP_GUIDE.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0027,/Users/chris/Desktop/insece/docs/DRONES_Y_MASTILES_WALLIE.md,DRONES_Y_MASTILES_WALLIE.md,2026-08-16T03:02:36.118990+00:00,md,10557,9ae80bca4059696833f90028969e2f2e61415ad188e7faad6d7364c90c38a9cf,2026-08-12T16:51:56.918899+00:00,legacy,SENTINEL_003,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/DRONES_Y_MASTILES_WALLIE.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0028,/Users/chris/Desktop/insece/docs/ESTADO_PROYECTO.md,ESTADO_PROYECTO.md,2026-08-16T03:02:36.118990+00:00,md,7593,8de652b165caa069320d051168f2cd7df07261578fdc7569dfa0b7f82d945f27,2026-05-31T15:59:24.350132+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/ESTADO_PROYECTO.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0029,/Users/chris/Desktop/insece/docs/INSECE_PRO_AGENT_HANDOFF.md,INSECE_PRO_AGENT_HANDOFF.md,2026-08-16T03:02:36.118990+00:00,md,6724,7ed08907b9e906a9205970c29f53643f4ff30a2b7b211a466a8bcc78b9b1b77b,2026-05-11T00:45:03.241853+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,,UNUSABLE,Excluded: potentially sensitive operational or credential content; original retained in place.
SRC_0030,/Users/chris/Desktop/insece/docs/INSECE_PRO_WEB_PRODUCT_BRIEF.md,INSECE_PRO_WEB_PRODUCT_BRIEF.md,2026-08-16T03:02:36.118990+00:00,md,9037,ee510e286cd54b0a6d5a92855d070fc1299b8941ae2903d1c954a2005019abd5,2026-05-11T00:44:17.899143+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/INSECE_PRO_WEB_PRODUCT_BRIEF.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0031,/Users/chris/Desktop/insece/docs/MANUAL_INSECE_CLOUD_2026.pdf,MANUAL_INSECE_CLOUD_2026.pdf,2026-08-16T03:02:36.118990+00:00,pdf,4196051,9eac7e4bc738af1568782eaea42356b2d80c2fe6fe50bd4cf688a4a19efef6e0,2026-05-29T01:15:30.263849+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/MANUAL_INSECE_CLOUD_2026.pdf,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0032,/Users/chris/Desktop/insece/docs/MANUAL_PUBLICACION_APPLE_DSA.md,MANUAL_PUBLICACION_APPLE_DSA.md,2026-08-16T03:02:36.118990+00:00,md,3890,f1f08cb29b155fd549a802214ad7a899afff5e3b3dabba7dc60757506102760c,2026-05-29T13:43:19.358905+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/MANUAL_PUBLICACION_APPLE_DSA.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0033,/Users/chris/Desktop/insece/docs/MANUAL_USUARIO_INSECE_VISUAL.md,MANUAL_USUARIO_INSECE_VISUAL.md,2026-08-16T03:02:36.118990+00:00,md,7733,9fb34671b16ef15deda038a60c612d3ce003687e83c5f721b39cc84968925a49,2026-05-29T01:02:42.430060+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/MANUAL_USUARIO_INSECE_VISUAL.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0034,/Users/chris/Desktop/insece/docs/NOTIFICACIONES_DIFERENCIADAS.md,NOTIFICACIONES_DIFERENCIADAS.md,2026-08-16T03:02:36.118990+00:00,md,4098,ea1f6597cbb5568f0a1940b854fd0020d97470c7022512cc39a7e6fb60502d57,2026-05-28T22:26:38.639716+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/NOTIFICACIONES_DIFERENCIADAS.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0035,/Users/chris/Desktop/insece/docs/RESUMEN_MANUAL_GENERADO.md,RESUMEN_MANUAL_GENERADO.md,2026-08-16T03:02:36.118990+00:00,md,2420,1715c8703896730856d011191eae7adf7183d9dacc6db11696479603af01813f,2026-05-29T01:02:52.201869+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/RESUMEN_MANUAL_GENERADO.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0036,/Users/chris/Desktop/insece/docs/SERVIDOR_PRODUCCION.md,SERVIDOR_PRODUCCION.md,2026-08-16T03:02:36.118990+00:00,md,2660,a3cfa9f8193c2591c4de5500efaa5f0b5cd5b0a33c5c56d4ea638812528cbc4f,2026-07-22T09:03:32.371300+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,,UNUSABLE,Excluded: potentially sensitive operational or credential content; original retained in place.
SRC_0037,/Users/chris/Desktop/insece/docs/assets/manual/01-login.png,01-login.png,2026-08-16T03:02:36.118990+00:00,png,46652,47695e34cfc649d6a34145ee55a2f2e4a5849c97b3f189204f4908bf98de7bb7,2026-05-29T01:02:12.930736+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/assets/manual/01-login.png,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0038,/Users/chris/Desktop/insece/docs/assets/manual/02-dashboard-general.png,02-dashboard-general.png,2026-08-16T03:02:36.118990+00:00,png,46878,af680549b5f812a57b1ef99faa6050b0a6eb12ccc4a0ac7378386ff71bc4d1f9,2026-05-29T01:02:15.108961+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/assets/manual/02-dashboard-general.png,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0039,/Users/chris/Desktop/insece/docs/assets/manual/03-menu-lateral.png,03-menu-lateral.png,2026-08-16T03:02:36.118990+00:00,png,2104,47df6d6fa44bc2194677d918066471c247b85ba3cf0bde8a0e24f7be3983d94b,2026-05-29T01:02:15.158409+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/assets/manual/03-menu-lateral.png,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0040,/Users/chris/Desktop/insece/docs/assets/manual/04-gestion-fincas.png,04-gestion-fincas.png,2026-08-16T03:02:36.118990+00:00,png,46878,af680549b5f812a57b1ef99faa6050b0a6eb12ccc4a0ac7378386ff71bc4d1f9,2026-05-29T01:03:11.703269+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,SRC_0038,DUPLICATE,Conservative allowlist ingestion; original retained in place.
SRC_0041,/Users/chris/Desktop/insece/docs/assets/manual/09-scada-general.png,09-scada-general.png,2026-08-16T03:02:36.118990+00:00,png,46878,af680549b5f812a57b1ef99faa6050b0a6eb12ccc4a0ac7378386ff71bc4d1f9,2026-05-29T01:03:11.705682+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,SRC_0038,DUPLICATE,Conservative allowlist ingestion; original retained in place.
SRC_0042,/Users/chris/Desktop/insece/docs/assets/manual/11-notificaciones.png,11-notificaciones.png,2026-08-16T03:02:36.118990+00:00,png,46878,af680549b5f812a57b1ef99faa6050b0a6eb12ccc4a0ac7378386ff71bc4d1f9,2026-05-29T01:03:11.708032+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,SRC_0038,DUPLICATE,Conservative allowlist ingestion; original retained in place.
SRC_0043,/Users/chris/Desktop/insece/docs/assets/manual/12-usuarios-roles.png,12-usuarios-roles.png,2026-08-16T03:02:36.118990+00:00,png,46878,af680549b5f812a57b1ef99faa6050b0a6eb12ccc4a0ac7378386ff71bc4d1f9,2026-05-29T01:03:11.710187+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,SRC_0038,DUPLICATE,Conservative allowlist ingestion; original retained in place.
SRC_0044,/Users/chris/Desktop/insece/docs/assets/manual/15-error-validacion.png,15-error-validacion.png,2026-08-16T03:02:36.118990+00:00,png,46652,47695e34cfc649d6a34145ee55a2f2e4a5849c97b3f189204f4908bf98de7bb7,2026-05-29T01:03:11.712302+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,SRC_0037,DUPLICATE,Conservative allowlist ingestion; original retained in place.
SRC_0045,/Users/chris/Desktop/insece/docs/documentacion_dev/README.md,README.md,2026-08-16T03:02:36.118990+00:00,md,2202,60297888ab4bde8436f6e8816f46c7654191eac2b531d90e1aff944a032bd2e8,2026-05-31T19:56:07.040186+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/documentacion_dev/README.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0046,/Users/chris/Desktop/insece/docs/documentacion_dev/arquitectura_telemetria_ios.md,arquitectura_telemetria_ios.md,2026-08-16T03:02:36.118990+00:00,md,4326,8b2fa582ca71f08c4e88acfa0c43c4f2c14ce713b33fe6fd3bfad17f55d3f856,2026-05-31T19:56:16.251598+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/documentacion_dev/arquitectura_telemetria_ios.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0047,/Users/chris/Desktop/insece/docs/documentacion_dev/guia_publicacion_apple.md,guia_publicacion_apple.md,2026-08-16T03:02:36.118990+00:00,md,3187,1a8e99e2fe1fd76dfc0e3afd04bff7ef82199acb0e118381abd52d0a9ee2f542,2026-05-31T19:56:20.849235+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/documentacion_dev/guia_publicacion_apple.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0048,/Users/chris/Desktop/insece/docs/documentacion_dev/historial_cambios.md,historial_cambios.md,2026-08-16T03:02:36.118990+00:00,md,7917,feae85d1dc43ddc50b9edfcedfbec5a41f9f53a1460e8828e105d394c5c02024,2026-06-08T00:25:16.071403+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/documentacion_dev/historial_cambios.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0049,/Users/chris/Desktop/insece/docs/generate_manual_pdf.py,generate_manual_pdf.py,2026-08-16T03:02:36.118990+00:00,py,51377,dfe3c2d04458e46615cb76224f47f9750fe516b9d8a89acaeb2e9f7da239086a,2026-05-29T01:15:24.984240+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/generate_manual_pdf.py,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0050,/Users/chris/Desktop/insece/docs/handover_completo.md,handover_completo.md,2026-08-16T03:02:36.118990+00:00,md,8614,0386be3cdab1ea766a7b7e2d8b86a25e79972ee9f882d436120774bb39d01a68,2026-07-22T05:40:10.980911+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,false,,,UNUSABLE,Excluded: potentially sensitive operational or credential content; original retained in place.
SRC_0051,/Users/chris/Desktop/insece/docs/informe_tecnico_scada.md,informe_tecnico_scada.md,2026-08-16T03:02:36.118990+00:00,md,7197,e10872c79421f60e3fccbd493e745371235e22ab440d2c4fbb497ca6286c6f71,2026-07-22T05:38:55.979069+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/informe_tecnico_scada.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0052,/Users/chris/Desktop/insece/docs/manual_usuario_insece.md,manual_usuario_insece.md,2026-08-16T03:02:36.118990+00:00,md,17651,79a2d61273bc7b8b233971ac086404ee89b29ef9db05acfcfc8de4dca089e1ef,2026-05-29T00:53:13.491109+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/manual_usuario_insece.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0053,/Users/chris/Desktop/insece/docs/package-lock.json,package-lock.json,2026-08-16T03:02:36.118990+00:00,json,1682,8c18f639415d1a1dc860e9cac10a535a69a51ca62cdd36a3b6cb059eba07ab7d,2026-05-29T01:00:51.183465+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/package-lock.json,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0054,/Users/chris/Desktop/insece/docs/package.json,package.json,2026-08-16T03:02:36.118990+00:00,json,293,d9386b048e9a537396a25a28d085191436184a14c90c44690fed4b3ae082e3c9,2026-05-29T01:00:51.181812+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/package.json,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
SRC_0055,/Users/chris/Desktop/insece/docs/plan_implementacion_pantallas_scada.md,plan_implementacion_pantallas_scada.md,2026-08-16T03:02:36.118990+00:00,md,11433,2a8db1c1a4673645bf93f1f4b9d6926d1191011d44ce71865c56a058cffb898d,2026-08-06T13:46:11.517776+00:00,legacy,LEGACY,MEDIUM,INSECE,REVIEW_REQUIRED,true,references/source-material/legacy/plan_implementacion_pantallas_scada.md,,REVIEW_REQUIRED,Conservative allowlist ingestion; original retained in place.
